Length,RMSE,R2
0,0.4231215876336225,0.0
1,0.3078300187464048,0.4461510553900817
2,0.2149640503044454,0.7458506766634215
3,0.1957548565830633,0.790705503762969
4,0.1957548565830633,0.790705503762969
5,0.177522431149306,0.8213107280436429
6,0.177522431149306,0.822700047181082
7,0.1696596764697804,0.8430536698840572
8,0.1604378116715325,0.8449121604958071
9,0.1604378116715325,0.8480363462740336
10,0.1604378116715325,0.853975401159812
11,0.1604378116715325,0.8604021514567212
12,0.1604378116715325,0.8604021514567212
13,0.1530384082255711,0.8680104867038633
14,0.1530384082255711,0.8680104867038633
15,0.1464726267848777,0.8770781397819519
16,0.1464726267848777,0.8770781397819519
17,0.1464726267848777,0.8770781397819519
18,0.1464726267848777,0.8770781397819519
19,0.1464726267848777,0.8770781397819519
20,0.1464726267848777,0.8770781397819519
21,0.1464726267848777,0.8770781397819519
22,0.1424541885878897,0.88299081325531
23,0.1424541885878897,0.88299081325531
24,0.1424541885878897,0.88299081325531
25,0.1414884518678524,0.8843795657157898
26,0.1414884518678524,0.8843795657157898
27,0.1414884518678524,0.8843795657157898
28,0.1414884518678524,0.8843795657157898
29,0.1414884518678524,0.8843795657157898
30,0.1414884518678524,0.8843795657157898
31,0.1358729924037855,0.8971786856651306
32,0.1358729924037855,0.8971786856651306
33,0.1358729924037855,0.8971786856651306
34,0.1358729924037855,0.8971786856651306
35,0.1358729924037855,0.8971786856651306
36,0.1338957004990676,0.8997437834739686
37,0.1338957004990676,0.8997437834739686
38,0.1338957004990676,0.8997437834739686
39,0.1338957004990676,0.8997437834739686
40,0.1338957004990676,0.8997437834739686
41,0.1338957004990676,0.8997437834739686
42,0.1338957004990676,0.8997437834739686
43,0.1338957004990676,0.8997437834739686
44,0.1338957004990676,0.8997437834739686
45,0.1316899418676636,0.8997437834739686
46,0.1316899418676636,0.9016956090927124
47,0.1316899418676636,0.9016956090927124
48,0.1316899418676636,0.9016956090927124
49,0.1316899418676636,0.9016956090927124
50,0.1316899418676636,0.9016956090927124
51,0.1316899418676636,0.9016956090927124
52,0.1316899418676636,0.9016956090927124
53,0.1316899418676636,0.9016956090927124
54,0.1316899418676636,0.9016956090927124
55,0.1316899418676636,0.9016956090927124
56,0.1316899418676636,0.9016956090927124
57,0.1316899418676636,0.9016956090927124
58,0.1316899418676636,0.9016956090927124
59,0.1316899418676636,0.9016956090927124
60,0.1305902491660418,0.9034093737602232
61,0.1304112708237191,0.9056670546531678
62,0.1304112708237191,0.9056670546531678
63,0.1304112708237191,0.9056670546531678
64,0.1304112708237191,0.9056670546531678
65,0.1304112708237191,0.9056670546531678
66,0.1304112708237191,0.9056670546531678
67,0.1272755197159872,0.907880449295044
68,0.1272755197159872,0.907880449295044
69,0.1272755197159872,0.907880449295044
70,0.1272755197159872,0.907880449295044
71,0.1272755197159872,0.907880449295044
72,0.1272755197159872,0.907880449295044
73,0.1272755197159872,0.907880449295044
74,0.1272755197159872,0.907880449295044
75,0.1272755197159872,0.907880449295044
76,0.1272755197159872,0.9093035221099852
77,0.1272755197159872,0.9093035221099852
78,0.1272755197159872,0.9093035221099852
79,0.1272755197159872,0.9093035221099852
80,0.1272755197159872,0.9093035221099852
81,0.1272755197159872,0.9093035221099852
82,0.1272755197159872,0.9098472356796264
83,0.1272755197159872,0.9098472356796264
84,0.124553202214442,0.9107735633850098
85,0.124553202214442,0.9107735633850098
86,0.1237352201807995,0.9138558626174926
87,0.1237352201807995,0.9138558626174926
88,0.1237352201807995,0.9138558626174926
89,0.1237352201807995,0.9138558626174926
90,0.1237352201807995,0.9138558626174926
91,0.1237352201807995,0.9138558626174926
92,0.1237352201807995,0.9138558626174926
93,0.1237352201807995,0.9138558626174926
94,0.1237352201807995,0.9138558626174926
95,0.1237352201807995,0.9138558626174926
96,0.1237352201807995,0.9138558626174926
97,0.1237352201807995,0.9138558626174926
98,0.1237352201807995,0.9138558626174926
99,0.1237352201807995,0.9138558626174926
100,0.1237352201807995,0.9138558626174926
101,0.1237352201807995,0.9138558626174926
102,0.1237352201807995,0.9138558626174926
103,0.1237352201807995,0.9138558626174926
104,0.1237352201807995,0.9138558626174926
105,0.1237352201807995,0.9138558626174926
106,0.1237352201807995,0.9138558626174926
107,0.1237352201807995,0.9138558626174926
108,0.1237352201807995,0.9138558626174926
109,0.1237352201807995,0.9138558626174926
110,0.1237352201807995,0.9138558626174926
111,0.1237352201807995,0.9138558626174926
112,0.1206232335330781,0.917147946357727
113,0.1206232335330781,0.917147946357727
114,0.1206232335330781,0.9178295612335206
115,0.1206232335330781,0.9184767246246338
116,0.1206232335330781,0.9184767246246338
117,0.1206232335330781,0.9184767246246338
118,0.1206232335330781,0.9184767246246338
119,0.1206232335330781,0.9184767246246338
120,0.1206232335330781,0.9184767246246338
121,0.1206232335330781,0.9184767246246338
122,0.1206232335330781,0.9184767246246338
123,0.1206232335330781,0.9184767246246338
124,0.1206232335330781,0.9184767246246338
125,0.1206232335330781,0.9184767246246338
126,0.1206232335330781,0.9184767246246338
127,0.1206232335330781,0.9184767246246338
128,0.1206232335330781,0.9184767246246338
129,0.1206232335330781,0.9184767246246338
130,0.1206232335330781,0.9184767246246338
131,0.1206232335330781,0.9184767246246338
132,0.1206232335330781,0.9184767246246338
133,0.1206232335330781,0.9184767246246338
134,0.1206232335330781,0.9184767246246338
135,0.1206232335330781,0.9184767246246338
136,0.1206232335330781,0.9184767246246338
137,0.1206232335330781,0.9184767246246338
138,0.1206232335330781,0.9184767246246338
139,0.1206232335330781,0.9184767246246338
140,0.1206232335330781,0.9184767246246338
141,0.1206232335330781,0.9184767246246338
142,0.1175383589439914,0.9230223536491394
143,0.1175383589439914,0.9230223536491394
144,0.1175383589439914,0.9230223536491394
145,0.1175383589439914,0.9230223536491394
146,0.1175383589439914,0.9230223536491394
147,0.1175383589439914,0.9230223536491394
148,0.1175383589439914,0.9230223536491394
149,0.1175383589439914,0.9230223536491394
150,0.1175383589439914,0.9230223536491394
151,0.1175383589439914,0.9230223536491394
152,0.1175383589439914,0.9230223536491394
153,0.1175383589439914,0.9230223536491394
154,0.1175383589439914,0.9230223536491394
155,0.1175383589439914,0.9230223536491394
156,0.1175383589439914,0.9230223536491394
157,0.1175383589439914,0.9230223536491394
158,0.1175383589439914,0.9230223536491394
159,0.1175383589439914,0.9230223536491394
160,0.1175383589439914,0.9230223536491394
161,0.1175383589439914,0.9230223536491394
162,0.1175383589439914,0.9230223536491394
163,0.1175383589439914,0.9230223536491394
164,0.1175383589439914,0.9230223536491394
165,0.1175383589439914,0.9230223536491394
166,0.1175383589439914,0.9230223536491394
167,0.1175383589439914,0.9230223536491394
168,0.1175383589439914,0.9230223536491394
169,0.1175383589439914,0.9230223536491394
170,0.1175383589439914,0.9230223536491394
171,0.1175383589439914,0.9230223536491394
172,0.1175383589439914,0.9230223536491394
173,0.1175383589439914,0.9230223536491394
174,0.1175383589439914,0.9230223536491394
175,0.1175383589439914,0.9230223536491394
176,0.1175383589439914,0.9230223536491394
177,0.1175383589439914,0.9230223536491394
178,0.1175383589439914,0.9230223536491394
179,0.1175383589439914,0.9230223536491394
180,0.1175383589439914,0.9230223536491394
181,0.1175383589439914,0.9230223536491394
