Length,RMSE,R2
0,30.90767628980324,0.0
1,30.693390281107988,0.0
2,24.021463679546763,0.4231946823104448
3,23.125175684456288,0.461744299810209
4,20.02236453320972,0.5153335225659694
5,20.02236453320972,0.5338473042745082
6,20.02236453320972,0.5338473042745082
7,20.02236453320972,0.5338473042745082
8,20.02236453320972,0.5516776276444532
9,20.02236453320972,0.5516776276444532
10,19.904082070705165,0.5516776276444532
11,19.904082070705165,0.5516776276444532
12,19.904082070705165,0.5516776276444532
13,19.904082070705165,0.5516776276444532
14,19.904082070705165,0.5516776276444532
15,19.904082070705165,0.5516776276444532
16,19.805329069477946,0.5955998163158615
17,19.805329069477946,0.5955998163158615
18,19.70482612939532,0.5955998163158615
19,19.70482612939532,0.5955998163158615
20,19.70482612939532,0.5955998163158615
21,19.70482612939532,0.5955998163158615
22,19.70482612939532,0.5955998163158615
23,19.0956754214894,0.6098020332011835
24,19.0956754214894,0.6098020332011835
25,19.0956754214894,0.6299300821582449
26,19.0956754214894,0.6299300821582449
27,19.0956754214894,0.6299300821582449
28,19.0956754214894,0.6299300821582449
29,19.0956754214894,0.6299300821582449
30,19.0956754214894,0.6299300821582449
31,19.0956754214894,0.6299300821582449
32,19.0956754214894,0.6299300821582449
33,19.0956754214894,0.6299300821582449
34,17.27579881385076,0.6871825814247131
35,17.27579881385076,0.6871825814247131
36,17.27579881385076,0.6985498070716858
37,16.22128246708089,0.7343875646591187
38,16.185209304444758,0.7343875646591187
39,16.185209304444758,0.7343875646591187
40,16.185209304444758,0.7343875646591187
41,16.185209304444758,0.7343875646591187
42,16.185209304444758,0.7343875646591187
43,16.185209304444758,0.7343875646591187
44,16.185209304444758,0.7343875646591187
45,16.185209304444758,0.7343875646591187
46,15.719356297872622,0.7343875646591187
47,15.719356297872622,0.7343875646591187
48,15.719356297872622,0.7343875646591187
49,15.719356297872622,0.7343875646591187
50,15.719356297872622,0.7343875646591187
51,15.719356297872622,0.7343875646591187
52,15.719356297872622,0.7343875646591187
53,15.719356297872622,0.7343875646591187
54,15.719356297872622,0.7343875646591187
55,15.719356297872622,0.7343875646591187
56,15.719356297872622,0.7343875646591187
57,15.719356297872622,0.7343875646591187
58,15.719356297872622,0.7343875646591187
59,15.719356297872622,0.7343875646591187
60,15.719356297872622,0.7343875646591187
61,15.719356297872622,0.7343875646591187
62,15.719356297872622,0.7343875646591187
63,15.719356297872622,0.7343875646591187
64,15.719356297872622,0.7343875646591187
65,15.719356297872622,0.7343875646591187
66,15.719356297872622,0.7343875646591187
67,15.719356297872622,0.7343875646591187
68,15.719356297872622,0.7343875646591187
69,15.719356297872622,0.7343875646591187
70,15.719356297872622,0.7343875646591187
71,15.719356297872622,0.7343875646591187
72,15.719356297872622,0.7343875646591187
73,15.719356297872622,0.7343875646591187
74,15.719356297872622,0.7343875646591187
75,15.719356297872622,0.7343875646591187
76,15.719356297872622,0.7343875646591187
77,15.719356297872622,0.7343875646591187
78,15.719356297872622,0.7343875646591187
79,15.719356297872622,0.7343875646591187
80,15.719356297872622,0.7343875646591187
81,15.719356297872622,0.7343875646591187
82,15.719356297872622,0.7343875646591187
83,15.719356297872622,0.7343875646591187
84,15.719356297872622,0.7343875646591187
85,15.719356297872622,0.7343875646591187
86,15.719356297872622,0.7343875646591187
87,15.719356297872622,0.7343875646591187
88,15.719356297872622,0.7343875646591187
89,15.719356297872622,0.7343875646591187
90,15.719356297872622,0.7343875646591187
91,15.719356297872622,0.7343875646591187
92,15.719356297872622,0.7343875646591187
93,15.719356297872622,0.7343875646591187
94,15.719356297872622,0.7343875646591187
95,15.719356297872622,0.7343875646591187
96,15.719356297872622,0.7343875646591187
97,15.719356297872622,0.7343875646591187
98,15.677747299429942,0.7343875646591187
99,15.677747299429942,0.7359115839004516
100,15.677747299429942,0.7359115839004516
101,15.677747299429942,0.7359115839004516
102,15.677747299429942,0.7359115839004516
103,15.677747299429942,0.7359115839004516
104,15.677747299429942,0.7359115839004516
105,15.677747299429942,0.7359115839004516
106,15.677747299429942,0.7359115839004516
107,15.677747299429942,0.7359115839004516
108,15.677747299429942,0.7359115839004516
109,15.677747299429942,0.7359115839004516
110,15.677747299429942,0.7359115839004516
111,15.677747299429942,0.7437163233757019
112,15.677747299429942,0.7437163233757019
113,15.677747299429942,0.7437163233757019
114,15.677747299429942,0.7437163233757019
115,15.677747299429942,0.7437163233757019
116,15.677747299429942,0.7437163233757019
117,15.677747299429942,0.7437163233757019
118,15.677747299429942,0.7437163233757019
119,15.677747299429942,0.7437163233757019
120,15.677747299429942,0.7437163233757019
121,15.677747299429942,0.7437163233757019
